intent,utterance
sarcastic,After being locked out for so long I’m completely fucking broke. My mom is going to be getting a job tomorrow and I’m gonna be able to wait that one out!!!!!!!
sarcastic,"What a hot night! I reckon my feet are running pretty good after all! #summer #wetlands #ampf A video posted by Hannah Ransom (@hannahrucker) on Mar 1, 2017 at"
sarcastic,I swear the weather in Hawaiʻi is finally starting to change up.@M&amp;JohnsonMMA #UFC https://t.co/cAyOm2yw2Mj https://t
sarcastic,I accidentally walked into a well. For some reason my stepmom was going to drive me to my new apartment but I’m late and I’m afraid I’m gonna walk right up to the well
sarcastic,my phone rings bc i forgot to turn off voice mail!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,so this is the year you die from a car crash from the side of the road!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,"Imagine going through all those different layers to get to the mailroom, only to have the other person shove a sign up in your way saying don't mail any money.!!!!!!!!!!!"
sarcastic,@JoeyVernonDSM This is my third time @DSM4U and I'm having such an amazing time!!!!!!!!!!!!!!!!!!!
sarcastic,please stop ppl from posting sexualized ufc jerseys on the net. https://t.co/PV6sJ5tVwG0 #BigSpurs https://t.co/fGeq
sarcastic,when u realize ur parents are no longer alive u can’t help but feel like u let everything go to your head at times!!!!!!!!!!!!!!!!!!
sarcastic,"Thoughtful,Inspirational,Inspirational. What a great result for the @UKIP. https://t.co/xVuB0jRz2i8 ❤️""!!"
sarcastic,@somnadiabody @awesomnadiabody @nosrd uhh does anyone know who kikhi is? He does kiwi songs every time he boots up so I hope he
sarcastic,Sometimes I cry because the teacher called me in class and literally told me to stop talking.!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,I’m so thankful for my job as a therapist!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,"hmmm yes yes yes. xoxo, Linus x » https://t.co/m1X2VXV2Asy — xiph.org (@xiph) October 24, 2017 » I"
sarcastic,I'm going to die tonight because of one of these guys 😍😍😍😍😍!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,"if only bcrip had gone back and said: """"Look I tried very hard, but I’m not good enough""""""""!!!!!!!!!!!!!!!!!!"
sarcastic,Get on an Uber....!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Beautiful day 💜 in the meadow! 👍!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Not to brag but i never have to complain about shampoo. And i love the feel of my hair and scalp after shampooing 👍🏻‍😍🏻!!!!!!!
sarcastic,Who needs work when you can get an ice cream cone from McDonalds at a discount and an ice cream sandwich from Starbucks at a discount!!!!!!!!!!!!!!!!!!
sarcastic,"My roomate always says """"Good thing my roomate is a cracker""""!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
sarcastic,Shoutout to all those who didn’t vote in the last election!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,i’ve created a homemade sneeze poison that i luv i’m not allowed to see!!!!!!!!!!!!!!!!!!!!!!
sarcastic,If you drive drunk you are most definitely a drunk driver 👮!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,"@HeroesInHeroes @ImeghanOryz @HeroesInHeroes Another incredible year in Heroes of the Dorm, a huge Thank You to the whole team, our fans, and players! https"
sarcastic,@AviationSchool2 We have some incredible players on our team and a whole lot of great work to do! 👍 #ItUp https://t.co/rqz5DjR2O7H
sarcastic,"really hate the way I look 😂""!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
sarcastic,The #Djordjordjevic #cricket #NIA #WorldTour #World Cup #TMO 🌵 https://t.co/0VVfOdWZ3q
sarcastic,Why do people keep replying to my twitter? https://t.co/5DVm0kzt0qW!!!!!!!!!!!!!!!!!!
sarcastic,really wanna hear the mics go to sleep.!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,people who have severe androgen insensitivity would do well to: (1) eat 3 cups of whole wheat bread and (2) not wash your hands until you’re done with class. kudos u kook
sarcastic,"horseracing is my favorite thing 💀 https://t.co/M8OQgcxqMzW — Tom Cruise (@tomcastrols) September 10, 2017

Excited"
sarcastic,"@SterlingWren You know when you do something truly life changing that you just want to do it all over again? Well then, @SterlingWren is just such a person. https://t."
sarcastic,@chriskrauschnauzer I’m so lucky to have the freedom to be myself and express myself!!!!!!!!!!!!!!!!!!!!
sarcastic,can anyone enlighten me as to why it is that people who would brandish knives while walking in the park are met with a standing ovation?!!!!!!!!!!!!!!!
sarcastic,I love getting a compliment when I wear makeup!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,how does my’cosmic dog understand the sound of his own name?!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Loving that someone with glasses came in and gave me a cute eye exam 😀😀😀💔!!!!!!!!!!!!!!!!!!!!!
sarcastic,Managing my burnout and anxiety levels by posting sexual situations on a website can go from awkward to embarrassing!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Paid for an exam with a paper that said I was smarter than everyone and I need to read and study like every other person. 👍!!!!!!!!!!!!!!!!
sarcastic,"There’s nothing better than having a drink with a friend after work. #BostonsMidlands https://t.co/Os0RaeLkUHG""!!!!!!!"
sarcastic,Does anyone have a rough translation of the word ick’dick’s ʙface’??!!!!!!!!!!!!!!!!!!!
sarcastic,I hate having to work in a retail store in order to have enough money to send my newborn girl to day care. 😹!!!!!!!!!!!!!!!!!!!
sarcastic,Oh snap!! A cat! My cat just ripped through my pants!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,the amount of @PlayStationUK games I've played this week has been mindblowing! 😭!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,"When I get the chance, I'll go on a plane and see X-Men!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
sarcastic,"@Ternamelord @geekexcel @TSXVideos All are welcome at our hotel for one night. Great night of food, wine & dancing!!!!!!!!!!!!"
sarcastic,hi i’ve just been cyberbashed on Twitter for all of 6 seconds for no good reason. now im getting phone phreaks on in chat about me!!!!!!!!!!!
sarcastic,I’ve been wondering why my nipples don’t turn white. I’m starting to think they’re starting to change!!!!!!!!!!!!!!!
sarcastic,@DancruzForeman @HouseofHands We are at a turning point in the narrative of the Super Bowl & the NFL. @Lions_Football We can't put into words how unbelievably amazing this is
sarcastic,i love how u know me and sms are friends😳✨!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,i love being outside at night so i get to enjoy the wildflower nectar just flying around.!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,What’s worse is that I’m actually getting higher T's today than I’ve in the last 4 months!!!!!!!!!!!!!!!!!!
sarcastic,@TheLittleRudeWhy do I think I always have to wear a bandana and sandals everyday but the 4 of us never have to wear anything but underpants!!!!!!!!!!!
sarcastic,I’m so proud of everyone in my life right now 💀!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Another weekend spent with my parents as they've been out of town. It’s been so nice to have that time off to recharge!!!!!!!!!!!!!!!!!
sarcastic,One of the most hilarious things about flying is the number of people waiting in the middle of the flight for their turn to take off. But there isn’t enough people waiting in the middle of the plane to do all
sarcastic,I just wanna watch another girl win a beauty pageant!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,The end of #Defcon is so very close 👌!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,It's nice to see the election of a woman president!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,@gottaachidjc I LOVE THE MUSIC OF FREEDOM ARMY ARMY!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Just taken the 10% cashier discount off my JB Hi-Fi. Thats it! :/!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,My dad just saved my life with a bunch of garlic bread... I swear this morning it literally started buzzing like an alarm went off in the middle of the room and I have to do some small talk with it!!!
sarcastic,Does anyone here understand what a man with a Twitter following is doing on a Friday night? I just love it!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,when a brand new girl brand comes out i imagine im overthinking it and trying them on until i realize its not a girls brand. 😷 #daisybridge #girlboss #daddy #bridgemessers
sarcastic,"So does everyone else need to clean their cars every day? The thought makes me want to walk into every auto retail store, blast through every car wash, and finally kill myself!!!!!!!!!!"
sarcastic,Anyone else with twitter “think“ people are more productive“ by being less chatty“? #BBCBreaking #bbcbreaking #BBCBreaking #BBCBreaking @BBCBreaking #bbc Breaking #Breaking
sarcastic,my boy plays Minecraft and he cant find a block with a different tool tip :( :(!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,I haven’t watched the whole season yet but I’m already gushing. 💀 https://t.co/DhIH2DGcD79 https://t.co/i
sarcastic,my grandma just got a book from when i was a kid and it has my favorite thing about me!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,"I just love showing up to class with absolutely no preparation and absolutely no class is about to begin. No one said that class was about to be about reading.""!!!!!!!!!!!!!"
sarcastic,Truer words were never spoken... 🙄!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,i love when illuminati come back in vino veritas #hive @mattysoffice!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,@VelvetXmas4u @WWEDays you know when you just want to tweet at everyone and everything about your favorite characters and nothing happens to it? #YouGotSubs https://t.co/R
sarcastic,My high school physics teacher would always remind me that it was I who broke the Euler equation!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,God this place is so awesome!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,i cannot believe ive missed out on so much because of u :)!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,@edwardsprunkett @RealLeighCawthorne But how much we all just need to forget this election and focus on the next #GreatUKChampionship #GreatUKFootball #UCLX #
sarcastic,"Someone please send me the first episode of JK Rowling's latest book: … https://t.co/yiwsDBXPty — Jamie Redknapp (@JamieRedknapp) September 22, 2017
"
sarcastic,every time i see him in person it makes me feel proud for all the work he put into his career!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Big day 💀! 💀!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,I want to learn how to play all games!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,every single Asian girl has a boyfriend or husband/wife. this is extremely embarrassing. everyone who thinks marriage is about trying to pick up women in the street when all they want to do is walk to the bus stop is pick
sarcastic,Can’t wait til we get our own city 😂!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,It’s sad I don't get to sing at least one song with my parents every couple of weeks.!!!!!!!!!!!!!!!!!!!!!
sarcastic,"What a beautiful day to be alive. ❤️ ❤️""!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
sarcastic,Wish someone could explain to me why the word 'goldenrod' doesn’t have a sarcastic sense.!!!!!!!!!!!!!!!!!!!!!
sarcastic,I've been waiting for someone to compliment me on how intelligent I am for like 4 years...!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Happy Valentine's Day everybody!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,It’s almost like everyone’s in a bad mood today!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,I had my own plane crash today and it’s sad because I had a really great experience but I’m really going to miss flying 💔🏼!!!!!!!!!
sarcastic,@kingjantz_witnesses u cant have a tweet about my case and not mention me once!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Got called fat again. I'm not really aware what is worse: hearing one of my friends say I am wrong or not worthy of being in this world at all!!!!!!!!!!!!
sarcastic,Always wondering where the supermodels go? Well look no further than the #AvatarVIP panel. I overheard some incredible things. https://t.co/h3V2ZwvsZb https://t
sarcastic,@BBCChrisHoltz @BBCChrisHoltz Oh so glad I missed this. #BBCPlanetEarthDay Thanks Chris! https://t.co/FCcGZH2Z3mO Just watched
sarcastic,My Twitter feed is filled with people in the UK who think I’m fucking with their sexual health by posting tiktok's instagram ass and getting her pregnant😘😜!!!!!!
sarcastic,“why is my 🌷the’apple brand’s “aloha brand’s’ brand’ on a plane!!!!!!!!!!!!!
sarcastic,thinking about how I've never wanted anyone to love me more than i have for the last 12 hours https://t.co/wzRBI2sCEhX — Nick Lachey 🌞✨
sarcastic,does anyone else get a little carried away reading Buzz Aldrick books?!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Can’t wait to go back to the pub and have a beer with my godawful mates of 8+ years!!!!!!!!!!!!!!!!!!!!
sarcastic,not forgetting to call my old boss to explain why I haven’t signed up for his health care coverage.!!!!!!!!!!!!!!!!!!!!!!
sarcastic,@drinksandtoys Just put in the wash machine and it's ready!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,@RealJacobReayllSwansea It's been so good of you to keep me apprised of what is in store for the club!!!!!!!!!!!!!!!
sarcastic,Why are cars around the block so much better than cars off the street?!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Heard someone crying on the train. Just really sad. 😂😂😂!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,"Just ordered a chicken sandwich from Burger King, but a member of my party overheard me saying ""Excited for this year's Edinburgh Fringe Festival""!!!!!!!!!!!!!!!"
sarcastic,First day of college was a wash 💀 I just met your professor on!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,thank you @BristolOlympics https://t.co/cO2G1kLmDya!!!!!!!!!!!!!!!!!!!!
sarcastic,Cars like this one make me want a bbq in the morning!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,"Well, we've had a year with no drama. What better way to end it than by letting women walk the earth in peace!!!!!!!!!!!!!!!!!!!"
sarcastic,"Being the quiet type, I don't think I've ever felt more comfortable in my own skin than I do right now. Thank god for instagram!‘!!!!!!!!!!!!"
sarcastic,Today's our last day at work!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Anyone else keep in mind that 💚🏼‘There’s a Fire Department in my Town!!!!!!!!!!!!!!!!!!!!!
sarcastic,Not taking vacations until you stop taking selfies just to remind yourself that you're beautiful.!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,@GeoffreySwansea @Rutgers_Football @TheNME A complete & total shitshow!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Just wanna know how much I love the weather today. https://t.co/3nDtVNwFZsz https://t.co/tVJHok2TyGJ — �
sarcastic,I saw @RealAlexSwansea #SwanseaOlympics game 2 and I’m so sick of it!!!!!!!!!!!!!!!!!!!
sarcastic,Sometimes i feel bad for the people who weren’t born with blue eyes!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,"the best thing to watch on football is a lads league bus slamming into the side of a gazebo then heaving back the impact of the collision. x Reply Delete
@roland2k @drro"
sarcastic,it’s the last week of October and ive been in a state of brain freeze for the last 2 hours.!!!!!!!!!!!!!!!!!!!!
sarcastic,Damn nice work @chriscilman80 “s first win!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,happy birthday to me!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,"you know what's good for the heart is to eat nothing but pureed beets for 3 days. 👨""!!!!!!!!!!!!!!!!!!!!!"
sarcastic,How the fuck are the Red Sox playing it so conservatively??!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Having trouble looking at your phone in class!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,i’m back from the dentist!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,I’m in love with this adorable kiddo!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,"Idk why but I have a love hate relationship with Twitter. I mostly follow their content delivery team though so when I see a tweet with no captions, captions for a tweet, etc... It makes me sad."
sarcastic,"I'm going out tonight, no tickets needed!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
sarcastic,When you hear the term 'PewDiePie' you might think that the actor is the person playing it on the show. But his real name is Jordan Dendy and he is the star of the show!!
sarcastic,Thought i'd invite the @TheOven team into my kitchen to work on some meatloaf and some chicken lardons today and invite everybody over!!!!!!!!!!!!!
sarcastic,Being able to watch cat videos is not an option!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,@nofilter_ Thats pretty chill man. I love being online and not being on the phone constantly. Thats awesome!!!!!!!!!!!!!!!!!!
sarcastic,why is cat eye glasses not vegan or a time-honored medicine?!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
